476;514;513
576;577;613
651;652;687
217;251;216
249;284;248
219;254;253
219;253;218
476;475;439
366;365;329
328;291;292
390;391;427
391;428;427
214;249;248
282;319;318
291;290;255
691;656;692
657;621;658
724;690;691
686;651;687
722;689;723
513;551;550
550;512;513
463;464;501
539;576;575
649;613;650
216;250;215
220;254;219
184;217;183
693;657;658
623;586;587
686;685;650
613;614;650
366;402;365
291;255;256
282;283;319
319;355;318
722;688;689
403;439;402
403;402;366
318;355;354
427;464;463
293;329;292
329;328;292
255;254;220
247;248;283
247;283;282
318;354;317
723;690;724
721;687;688
721;688;722
726;758;725
587;586;550
513;475;476
426;427;463
612;576;613
181;215;214
215;249;214
182;216;215
183;217;216
221;255;220
184;218;217
726;692;693
692;657;693
623;622;586
575;538;539
650;651;686
440;439;403
366;329;330
623;659;622
426;389;390
354;391;390
538;501;539
659;658;622
213;248;247
575;576;612
292;291;256
184;185;218
185;219;218
756;723;724
724;691;725
720;687;721
755;723;756
514;552;551
587;550;551
476;439;440
500;463;501
500;501;538
575;612;611
183;216;182
694;658;659
588;587;551
685;684;649
612;613;649
686;687;720
186;220;219
186;219;185
184;183;151
477;476;440
367;366;330
353;354;390
390;427;426
214;248;213
281;282;318
180;214;213
256;255;221
725;692;726
693;658;694
757;724;725
719;686;720
755;722;723
624;623;587
551;513;514
462;463;500
648;612;649
182;215;181
187;220;186
152;184;151
727;693;694
660;623;624
611;574;575
649;650;685
367;403;366
292;256;257
256;221;222
281;246;282
281;318;317
330;329;293
246;247;282
755;754;722
754;721;722
404;440;403
404;403;367
330;293;294
317;354;353
426;463;462
258;293;257
293;292;257
221;220;187
212;247;246
281;317;280
352;353;389
212;213;247
789;756;757
756;724;757
753;720;721
753;721;754
755;756;788
515;514;477
514;476;477
425;426;462
574;538;575
660;659;623
574;537;538
148;181;180
181;214;180
149;182;181
150;183;182
152;185;184
188;221;187
153;185;152
759;726;727
726;693;727
695;659;660
718;685;719
685;686;719
624;587;588
537;500;538
695;694;659
589;588;552
151;183;150
647;611;648
611;612;648
153;186;185
151;150;119
441;440;404
331;330;294
316;317;353
353;390;389
179;213;212
257;256;222
790;757;758
757;725;758
752;720;753
787;755;788
625;624;588
588;551;552
477;440;441
499;462;500
499;500;537
683;648;684
118;150;149
150;182;149
728;694;695
553;552;515
648;649;684
719;720;752
154;186;153
120;151;119
478;477;441
331;367;330
388;389;425
389;426;425
180;213;179
245;246;281
147;180;179
222;221;188
187;186;154
625;661;624
552;514;515
461;462;499
573;574;610
717;684;718
149;181;148
331;368;367
257;222;223
222;188;189
758;726;759
727;694;728
791;758;759
751;719;752
787;754;755
245;211;246
245;281;280
155;187;154
120;152;151
760;727;728
661;660;624
610;574;611
684;685;718
787;786;754
368;404;367
280;317;316
211;212;246
259;294;258
294;293;258
788;756;789
786;753;754
788;789;819
405;404;368
405;441;404
315;316;352
316;353;352
425;462;461
224;258;223
258;257;223
188;187;155
295;331;294
178;212;211
244;280;279
351;352;388
178;179;212
661;696;660
820;789;790
789;757;790
696;695;660
573;537;574
120;121;152
149;148;117
121;153;152
610;611;647
785;753;786
818;788;819
785;752;753
516;515;478
515;477;478
626;625;589
625;588;589
424;425;461
536;537;573
536;499;537
116;148;147
148;180;147
729;728;695
729;695;696
661;625;662
89;119;118
119;150;118
122;153;121
120;119;90
682;647;683
647;648;683
718;719;751
646;610;647
156;188;155
154;153;122
750;718;751
792;759;760
759;727;760
442;441;405
332;331;295
279;280;316
352;389;388
146;179;178
223;222;189
821;790;791
790;758;791
516;554;553
589;552;553
478;441;442
498;461;499
498;499;536
609;610;646
784;752;785
818;787;788
118;149;117
147;179;146
683;684;717
751;752;784
761;728;729
590;589;553
123;154;122
91;120;90
118;117;88
332;368;331
223;189;190
295;294;259
244;210;245
244;245;280
210;211;245
479;478;442
369;368;332
818;817;787
387;388;424
388;425;424
115;147;146
177;211;210
817;786;787
189;188;156
155;154;123
157;189;156
662;697;661
553;515;516
117;148;116
460;461;498
609;573;610
369;405;368
278;279;315
279;316;315
177;178;211
225;259;224
259;258;224
783;751;784
816;786;817
848;819;820
819;789;820
124;155;123
91;121;120
791;759;792
760;728;761
822;791;792
749;717;750
717;718;750
716;683;717
793;760;761
697;696;661
816;785;786
849;820;821
91;92;121
117;116;87
697;730;696
609;572;573
662;625;626
406;405;369
296;295;260
191;224;190
406;442;405
92;122;121
572;536;573
314;315;351
315;352;351
424;461;460
730;729;696
662;626;663
63;90;89
90;119;89
646;647;682
260;295;259
224;223;190
156;155;124
209;244;243
244;279;243
145;178;177
145;146;178
822;850;821
820;790;821
815;785;816
847;818;819
815;784;785
554;591;590
626;589;590
516;478;479
535;498;536
535;536;572
609;646;645
93;122;92
91;90;64
517;516;479
762;761;729
762;729;730
698;662;663
62;89;88
89;118;88
116;147;115
715;682;716
682;683;716
750;751;783
681;646;682
423;424;460
86;116;115
125;156;124
123;122;93
443;442;406
296;332;295
782;750;783
350;351;387
351;388;387
823;792;793
792;760;793
114;146;145
190;189;157
627;626;590
590;553;554
479;442;443
497;498;535
608;609;645
497;460;498
88;117;87
115;146;114
847;846;818
821;791;822
716;717;749
794;761;762
94;123;93
65;91;64
88;87;61
94;124;123
814;783;784
814;784;815
846;817;818
296;333;332
190;157;158
209;176;210
209;210;244
846;845;817
333;369;332
847;819;848
243;279;278
260;259;225
176;177;210
243;278;242
845;816;817
850;876;849
480;479;443
370;369;333
370;406;369
296;260;261
85;115;114
144;177;176
386;387;423
387;424;423
126;157;125
157;156;125
277;278;314
278;315;314
555;554;517
554;516;517
87;116;86
144;145;177
192;225;191
225;224;191
848;820;849
849;875;848
459;460;497
608;572;609
65;92;91
87;86;60
64;90;63
698;731;697
698;697;662
731;730;697
608;571;572
716;749;748
781;749;782
749;750;782
813;783;814
844;816;845
645;646;681
793;761;794
763;730;731
824;793;794
823;822;792
95;124;94
66;92;65
844;815;816
874;847;848
851;822;823
663;626;627
66;93;92
64;63;41
571;535;572
645;681;680
698;663;699
763;762;730
40;63;62
63;89;62
681;682;715
407;443;406
407;406;370
297;296;261
159;191;158
386;349;350
314;351;350
423;460;459
226;260;225
191;190;158
125;124;95
208;209;243
208;243;242
113;145;144
113;114;145
628;627;591
627;590;591
517;479;480
555;592;591
874;873;847
849;821;850
534;497;535
534;535;571
644;645;680
795;794;762
795;762;763
732;698;699
714;681;715
747;715;748
715;716;748
843;814;815
67;93;66
42;64;41
813;782;783
843;815;844
873;846;847
39;62;61
62;88;61
86;115;85
518;517;480
422;423;459
59;86;85
96;125;95
94;93;67
84;114;113
444;443;407
297;333;296
812;782;813
313;314;350
350;387;386
158;157;126
852;823;824
823;793;824
664;663;627
591;554;555
371;407;370
496;497;534
644;608;645
496;459;497
873;872;846
297;334;333
158;126;127
61;87;60
748;749;781
209;175;176
208;175;209
261;260;226
175;143;176
872;845;846
825;794;795
876;900;875
874;848;875
850;822;851
68;94;67
42;65;64
68;95;94
334;370;333
261;226;227
241;242;277
242;278;277
877;850;851
226;225;192
842;814;843
871;845;872
842;813;814
143;144;176
208;242;207
871;844;845
877;901;876
42;43;65
61;60;38
85;114;84
112;144;143
58;85;84
371;370;334
262;261;227
444;480;443
732;764;731
732;731;698
43;66;65
349;312;313
277;314;313
386;423;422
644;607;608
748;781;780
39;22;40
41;63;40
481;480;444
699;663;664
555;517;518
97;126;96
126;125;96
37;60;59
60;86;59
764;763;731
385;386;422
160;192;159
192;191;159
556;555;518
607;571;608
607;570;571
112;113;144
875;849;876
875;899;874
713;680;714
680;681;714
458;459;496
665;664;628
664;627;628
811;781;812
781;782;812
841;813;842
870;844;871
853;824;825
824;794;825
796;763;764
852;851;823
69;95;68
44;66;43
570;534;571
679;680;713
44;67;66
0;41;23
870;843;844
898;873;874
796;795;763
733;699;700
556;593;592
714;715;747
23;41;40
40;62;39
408;444;407
408;407;371
262;297;261
128;159;127
878;851;852
276;277;313
313;350;349
533;496;534
193;226;192
159;158;127
96;95;69
700;699;664
628;591;592
518;480;481
83;84;113
83;113;112
174;175;208
174;208;207
458;422;459
533;534;570
679;644;680
59;85;58
36;59;58
746;714;747
779;747;780
747;748;780
869;842;843
826;795;796
733;732;699
826;825;795
899;898;874
876;850;877
21;39;38
39;61;38
45;67;44
0;42;41
519;518;481
421;422;458
841;812;813
869;843;870
898;897;873
70;96;69
68;67;45
873;897;872
897;896;872
57;84;83
445;444;408
262;298;297
297;298;334
175;142;143
174;142;175
98;127;97
127;126;97
298;335;334
840;812;841
348;349;385
349;386;385
896;871;872
207;242;241
629;628;592
592;555;556
481;444;445
142;111;143
207;241;206
194;227;193
227;226;193
19;59;36
58;84;57
879;852;853
852;824;853
38;60;37
495;496;533
679;643;644
780;781;811
335;371;334
262;227;228
854;825;826
919;899;900
899;875;900
877;851;878
901;921;900
241;277;276
193;192;160
46;68;45
0;24;42
46;69;68
42;24;43
38;37;20
24;25;43
732;765;764
733;765;732
111;112;143
174;207;173
275;276;312
765;797;764
895;870;871
895;871;896
897;898;918
868;841;842
868;842;869
644;643;607
780;811;810
25;44;43
643;606;607
902;877;878
853;825;854
797;796;764
372;371;335
263;262;228
701;700;665
700;664;665
23;40;22
71;97;70
97;96;70
606;570;607
348;311;312
276;313;312
35;58;57
82;112;111
35;36;58
519;556;518
482;481;445
408;371;372
745;713;746
713;714;746
712;679;713
129;160;128
160;159;128
557;556;519
82;83;112
384;385;421
385;422;421
458;496;495
569;570;606
457;458;495
665;628;629
867;841;868
894;870;895
840;811;812
8;898;899
900;876;901
569;533;570
839;811;840
879;878;852
880;853;854
827;796;797
827;826;796
766;733;734
733;700;734
557;594;593
746;747;779
26;45;44
26;44;25
47;69;46
22;39;21
37;59;19
1;37;19
409;445;408
409;408;372
263;298;262
99;128;98
894;869;870
917;897;918
240;241;276
312;349;348
421;458;457
593;630;629
629;592;593
519;481;482
903;878;879
161;193;160
128;127;98
70;69;47
532;533;569
532;495;533
27;45;26
56;57;83
56;83;82
141;142;174
141;174;173
21;38;20
809;779;810
779;780;810
840;841;867
917;896;897
918;898;8
901;877;902
855;826;827
766;765;733
855;854;826
263;299;298
141;110;142
34;57;56
35;19;36
228;227;194
173;207;206
8;899;919
520;519;482
18;19;35
299;336;335
299;335;298
48;70;47
46;45;27
922;901;902
206;241;240
420;421;457
916;896;917
72;98;71
98;97;71
446;445;409
866;840;867
893;869;894
895;896;916
110;111;142
172;206;205
893;868;869
162;194;161
194;193;161
195;228;194
919;900;920
347;348;384
348;385;384
810;811;839
666;665;629
593;556;557
336;372;335
263;228;229
494;495;532
678;642;643
678;643;679
678;679;712
904;879;880
879;853;880
766;798;765
881;854;855
798;797;765
239;240;275
240;276;275
205;206;240
20;37;1
15;46;27
161;160;129
734;700;701
798;828;797
734;701;735
643;642;606
746;779;778
810;839;838
712;713;745
642;605;606
828;827;797
701;665;666
915;895;916
920;900;921
902;878;903
55;82;81
81;111;110
35;57;34
17;35;34
81;82;111
172;173;206
892;868;893
894;895;915
892;867;868
373;372;336
264;263;229
605;569;606
71;70;48
47;46;15
49;71;48
347;310;311
275;312;311
891;867;892
777;745;778
745;746;778
839;840;866
777;744;745
923;902;903
880;854;881
483;482;446
482;445;446
409;372;373
520;557;519
666;629;630
100;129;99
129;128;99
558;557;520
568;532;569
568;569;605
55;56;82
383;384;420
384;421;420
457;495;494
456;457;494
1;19;18
34;56;33
778;779;809
905;880;881
856;827;828
28;47;15
856;855;827
799;766;767
766;734;767
865;839;866
921;901;922
903;879;904
410;446;409
410;409;373
264;299;263
914;894;915
914;893;894
914;7;893
630;593;594
520;482;483
631;630;594
274;275;311
311;348;347
420;457;456
16;34;33
531;532;568
712;711;678
531;494;532
264;300;299
161;129;130
140;109;141
140;141;173
229;228;195
924;903;904
109;80;110
109;110;141
140;173;172
73;99;72
99;98;72
29;47;28
29;48;47
195;194;162
300;336;299
229;195;196
809;810;838
837;809;838
33;56;55
18;35;17
33;55;32
882;855;856
799;798;766
701;666;702
666;630;667
882;881;855
204;205;239
205;240;239
521;520;483
838;839;865
866;867;891
30;50;49
72;71;49
80;81;110
139;172;171
419;420;456
799;829;798
447;446;410
337;336;300
922;902;923
767;734;735
337;373;336
230;229;196
890;866;891
131;162;130
162;161;130
163;195;162
595;594;558
594;557;558
346;347;383
347;384;383
925;904;905
904;880;905
906;881;882
829;828;798
493;494;531
678;711;677
744;711;712
735;701;702
130;129;100
913;892;893
744;712;745
778;809;808
864;865;889
642;678;677
767;735;768
829;857;828
642;677;641
238;239;274
239;275;274
171;172;205
30;48;29
30;49;48
642;641;605
857;856;828
891;892;913
641;604;605
702;666;667
604;568;605
17;34;16
55;81;54
374;373;337
230;264;229
807;777;808
777;778;808
865;866;890
807;776;777
31;55;54
139;140;172
912;913;7
913;893;7
273;274;310
274;311;310
667;630;631
923;903;924
905;881;906
808;809;837
891;913;912
567;531;568
567;568;604
710;677;711
50;72;49
926;905;906
883;856;857
484;483;447
483;446;447
410;373;374
521;558;520
559;558;521
889;865;890
74;100;73
100;99;73
883;882;856
830;799;800
54;81;80
382;383;419
383;420;419
456;494;493
455;456;493
108;109;140
230;265;264
101;100;74
16;33;32
54;80;53
265;300;264
79;80;109
79;109;108
631;594;595
632;631;595
668;667;631
411;410;374
301;300;265
411;447;410
164;196;163
196;195;163
108;140;139
530;531;567
676;641;677
776;743;744
170;171;204
171;205;204
924;904;9
309;310;346
310;347;346
419;456;455
493;531;530
163;162;131
911;890;891
911;891;912
864;838;865
301;337;300
230;196;197
837;838;864
863;837;864
830;829;799
799;767;800
735;702;736
702;667;703
32;55;31
51;73;50
73;72;50
203;204;238
204;239;238
101;130;100
800;767;768
9;904;925
907;882;883
857;829;858
522;521;484
521;483;484
776;744;777
836;837;863
676;640;641
768;735;736
907;906;882
927;906;907
884;857;858
640;604;641
743;711;744
736;702;703
595;558;559
858;829;830
800;768;801
338;337;301
231;230;197
338;374;337
418;419;455
603;604;640
448;447;411
910;889;890
910;890;911
596;595;559
676;677;710
131;130;101
74;73;51
102;131;101
132;163;131
710;711;743
492;493;530
107;139;138
139;171;138
53;80;79
345;346;382
346;383;382
237;238;273
238;274;273
703;667;668
31;54;2
603;567;604
676;710;709
925;905;926
908;883;884
375;374;338
231;265;230
836;835;807
836;807;808
836;808;837
888;889;910
835;806;807
669;668;632
668;631;632
14;74;51
107;108;139
272;273;309
273;310;309
231;266;265
101;74;14
566;567;603
675;676;709
710;743;742
566;530;567
883;857;884
859;830;831
928;907;883
888;864;889
2;54;53
79;108;107
485;484;448
484;447;448
411;374;375
522;559;521
560;559;522
197;196;164
926;906;927
78;79;107
454;455;492
455;493;492
418;382;419
381;382;418
137;138;170
138;171;170
266;301;265
197;164;165
632;595;596
633;632;596
704;703;668
529;530;566
675;640;676
133;164;132
164;163;132
887;864;888
887;863;864
412;411;375
302;301;266
412;448;411
768;736;769
736;703;737
830;800;831
859;858;830
169;170;203
170;204;203
309;346;345
75;101;14
132;131;102
53;79;52
107;138;106
302;338;301
198;197;165
675;639;640
806;776;807
6;863;887
806;775;776
909;884;885
884;858;885
308;309;345
491;492;529
492;530;529
775;743;776
832;831;801
831;800;801
927;907;928
769;736;737
801;768;769
737;703;704
203;238;237
202;203;237
10;885;859
885;858;859
6;836;863
639;603;640
742;743;775
77;107;106
523;522;485
522;484;485
560;596;559
339;338;302
198;231;197
339;375;338
102;101;75
76;102;75
76;103;102
742;709;710
862;835;836
862;836;6
741;709;742
597;596;560
705;704;669
704;668;669
633;670;669
449;448;412
454;418;455
602;603;639
237;273;272
417;418;454
236;237;272
381;345;382
198;232;231
928;883;908
602;566;603
708;709;741
52;79;78
344;345;381
862;834;835
738;737;704
669;632;633
376;375;339
232;266;231
105;106;137
106;138;137
134;165;133
165;164;133
232;267;266
271;272;308
272;309;308
565;566;602
708;675;709
565;529;566
908;884;909
859;831;860
802;769;770
834;806;835
834;805;806
560;522;523
485;448;449
412;375;376
561;560;523
103;132;102
486;485;449
886;859;860
770;737;738
453;454;491
454;492;491
417;381;418
136;137;169
137;170;169
78;107;77
380;381;417
634;633;597
633;596;597
708;674;675
774;775;805
267;302;266
166;165;134
133;132;103
267;303;302
528;529;565
674;639;675
805;775;806
861;860;832
860;831;832
770;769;737
909;885;10
3;169;202
169;203;202
308;345;344
674;638;639
774;742;775
802;801;769
413;449;412
413;412;376
303;339;302
166;198;165
166;199;198
739;738;705
738;704;705
774;773;742
104;133;103
202;237;236
832;801;802
770;738;771
833;832;802
638;602;639
773;741;742
77;106;105
202;236;201
307;308;344
490;491;528
491;529;528
340;339;303
199;232;198
10;859;886
706;705;670
705;669;670
524;523;486
523;485;486
235;236;271
236;272;271
561;597;560
376;339;340
199;233;232
134;133;104
773;740;741
453;417;454
601;602;638
598;597;561
601;565;602
740;708;741
450;449;413
105;137;136
670;633;634
671;670;634
416;417;453
380;344;381
270;271;307
271;308;307
377;376;340
233;267;232
343;344;380
740;5;708
564;565;601
5;674;708
564;528;565
135;134;104
886;860;861
803;770;771
233;268;267
166;134;135
803;802;770
561;523;524
486;449;450
341;340;304
562;561;524
379;380;416
380;417;416
453;491;490
635;634;598
634;597;598
136;169;3
487;486;450
452;453;490
5;673;674
527;528;564
673;638;674
772;771;739
771;738;739
268;303;267
167;166;135
268;304;303
861;832;833
3;202;168
307;344;306
673;637;638
167;199;166
304;340;303
13;199;167
11;739;706
739;705;706
168;202;201
637;601;638
201;236;235
833;802;803
377;413;376
13;233;199
414;450;413
414;413;377
487;524;486
707;706;671
706;670;671
598;561;562
13;200;233
235;271;270
489;490;527
600;564;601
600;601;637
600;527;564
270;307;306
599;598;562
803;771;804
525;524;487
671;634;635
672;671;635
527;490;528
342;377;341
377;340;341
200;234;233
306;344;343
451;450;414
452;416;453
343;380;379
233;234;268
4;416;452
379;416;4
452;490;489
636;635;599
635;598;599
12;487;451
804;771;772
525;562;524
487;450;451
305;341;304
526;562;525
234;269;268
268;269;304
772;739;11
269;305;304
11;706;707
599;562;563
305;342;341
707;671;672
377;378;414
342;378;377
414;378;415
414;415;451
672;635;636
415;12;451
636;599;563
12;488;487
563;562;526
488;525;487
526;525;488
